uniqid_co,GEOID10,NAMELSAD10,areakm2
2518,39143,Sandusky County,1063.2
2519,39105,Meigs County,1121.5
2520,39007,Ashtabula County,1836.9
2521,39111,Monroe County,1184.8
2522,39015,Brown County,1278.0
2523,39113,Montgomery County,1202.6
2524,39067,Harrison County,1063.9
2525,39003,Allen County,1053.7
2526,39053,Gallia County,1220.4
2527,39139,Richland County,1295.2
2528,39093,Lorain County,1281.8
2529,39023,Clark County,1042.5
2530,39061,Hamilton County,1068.7
2531,39161,Van Wert County,1063.0
2532,39047,Fayette County,1054.2
2533,39051,Fulton County,1054.7
2534,39175,Wyandot County,1055.6
2535,39087,Lawrence County,1184.3
2536,39039,Defiance County,1072.8
2537,39085,Lake County,598.9
2538,39073,Hocking County,1097.2
2539,39115,Morgan County,1092.4
2540,39155,Trumbull County,1648.7
2541,39013,Belmont County,1401.9
2542,39125,Paulding County,1084.8
2543,39091,Logan County,1208.9
2544,39151,Stark County,1503.6
2545,39077,Huron County,1281.6
2546,39029,Columbiana County,1384.8
2547,39045,Fairfield County,1317.2
2548,39117,Morrow County,1054.7
2549,39135,Preble County,1104.5
2550,39123,Ottawa County,688.0
2551,39021,Champaign County,1113.3
2552,39131,Pike County,1149.9
2553,39081,Jefferson County,1064.4
2554,39147,Seneca County,1431.7
2555,39109,Miami County,1061.0
2556,39033,Crawford County,1043.0
2557,39169,Wayne County,1442.2
2558,39141,Ross County,1794.9
2559,39043,Erie County,662.2
2560,39157,Tuscarawas County,1480.1
2561,39041,Delaware County,1184.5
2562,39017,Butler County,1217.6
2563,39009,Athens County,1316.9
2564,39097,Madison County,1208.6
2565,39089,Licking County,1780.6
2566,39057,Greene County,1078.1
2567,39167,Washington County,1657.6
2568,39137,Putnam County,1254.3
2569,39173,Wood County,1607.1
2570,39059,Guernsey County,1368.3
2571,39119,Muskingum County,1742.0
2572,39095,Lucas County,887.8
2573,39055,Geauga County,1057.5
2574,39101,Marion County,1046.6
2575,39025,Clermont County,1190.8
2576,39071,Highland County,1444.7
2577,39099,Mahoning County,1101.5
2578,39127,Perry County,1068.3
2579,39121,Noble County,1047.8
2580,39065,Hardin County,1219.0
2581,39153,Summit County,1087.9
2582,39011,Auglaize County,1040.9
2583,39083,Knox County,1371.7
2584,39129,Pickaway County,1312.0
2585,39171,Williams County,1095.8
2586,39133,Portage County,1305.5
2587,39001,Adams County,1518.4
2588,39037,Darke County,1553.4
2589,39019,Carroll County,1033.2
2590,39079,Jackson County,1091.8
2591,39005,Ashland County,1105.4
2592,39163,Vinton County,1074.8
2593,39063,Hancock County,1382.2
2594,39035,Cuyahoga County,1190.0
2595,42021,Cambria County,1796.5
2596,42003,Allegheny County,1928.3
2597,42001,Adams County,1351.4
2598,42061,Huntingdon County,2303.2
2599,42039,Crawford County,2687.2
2600,42045,Delaware County,493.7
2601,42035,Clinton County,2323.1
2602,42073,Lawrence County,939.4
2603,42093,Montour County,342.7
2604,42117,Tioga County,2944.7
2605,42009,Bedford County,2633.8
2606,42089,Monroe County,1598.4
2607,42131,Wyoming County,1049.1
2608,42083,McKean County,2549.1
2609,42133,York County,2358.8
2610,42049,Erie County,2081.7
2611,42051,Fayette County,2067.6
2612,42099,Perry County,1438.8
2613,42085,Mercer County,1767.9
2614,42033,Clearfield County,2988.8
2615,42037,Columbia County,1269.5
2616,42059,Greene County,1497.0
2617,42053,Forest County,1115.0
2618,42017,Bucks County,1610.7
2619,42011,Berks County,2242.3
2620,42047,Elk County,2155.7
2621,42107,Schuylkill County,2027.5
2622,42057,Fulton County,1134.6
2623,42029,Chester County,1966.4
2624,42121,Venango County,1768.5
2625,42113,Sullivan County,1172.0
2626,42105,Potter County,2801.2
2627,42081,Lycoming County,3221.5
2628,42015,Bradford County,3007.0
2629,42007,Beaver County,1150.1
2630,42013,Blair County,1365.1
2631,42077,Lehigh County,901.9
2632,42025,Carbon County,1003.3
2633,42087,Mifflin County,1074.1
2634,42119,Union County,823.0
2635,42123,Warren County,2327.3
2636,42075,Lebanon County,938.9
2637,42125,Washington County,2229.7
2638,42069,Lackawanna County,1204.1
2639,42043,Dauphin County,1445.7
2640,42097,Northumberland County,1236.8
2641,42079,Luzerne County,2347.2
2642,42101,Philadelphia County,369.6
2643,42091,Montgomery County,1261.8
2644,42041,Cumberland County,1425.3
2645,42111,Somerset County,2799.6
2646,42023,Cameron County,1031.9
2647,42055,Franklin County,2001.6
2648,42067,Juniata County,1019.2
2649,42027,Centre County,2882.6
2650,42005,Armstrong County,1719.3
2651,42071,Lancaster County,2548.0
2652,42127,Wayne County,1944.1
2653,42115,Susquehanna County,2155.2
2654,42129,Westmoreland County,2683.4
2655,42103,Pike County,1468.1
2656,42063,Indiana County,2160.8
2657,42031,Clarion County,1579.5
2658,42095,Northampton County,977.5
2659,42019,Butler County,2058.4
2660,42109,Snyder County,858.6
2661,42065,Jefferson County,1701.1
2662,44003,Kent County,450.6
2663,44009,Washington County,907.8
2664,44001,Bristol County,65.9
2665,44005,Newport County,279.3
2666,44007,Providence County,1113.8
2667,50009,Essex County,1749.0
2668,50011,Franklin County,1792.2
2669,50005,Caledonia County,1703.0
2670,50001,Addison County,2092.1
2671,50021,Rutland County,2447.0
2672,50025,Windham County,2067.0
2673,50027,Windsor County,2529.9
2674,50023,Washington County,1801.1
2675,50013,Grand Isle County,504.2
2676,50015,Lamoille County,1200.9
2677,50017,Orange County,1793.0
2678,50003,Bennington County,1755.1
2679,50019,Orleans County,1867.8
2680,50007,Chittenden County,1604.0
2681,51017,Bath County,1384.6
2682,51103,Lancaster County,347.9
2683,51041,Chesterfield County,1131.7
2684,51099,King George County,476.9
2685,51049,Cumberland County,776.4
2686,51097,King and Queen County,829.1
2687,51113,Madison County,833.7
2688,51101,King William County,737.0
2689,51115,Mathews County,222.8
2690,51153,Prince William County,885.2
2691,51177,Spotsylvania County,1072.9
2692,51131,Northampton County,558.2
2693,51530,Buena Vista city,17.6
2694,51540,Charlottesville city,26.6
2695,51125,Nelson County,1228.4
2696,51137,Orange County,889.1
2697,51650,Hampton city,135.3
2698,51165,Rockingham County,2210.2
2699,51580,Covington city,14.7
2700,51700,Newport News city,181.0
2701,51630,Fredericksburg city,27.2
2702,51735,Poquoson city,40.5
2703,51830,Williamsburg city,23.8
2704,51187,Warren County,561.4
2705,51660,Harrisonburg city,45.3
2706,51820,Waynesboro city,39.4
2707,51678,Lexington city,6.5
2708,51685,Manassas Park city,6.6
2709,51760,Richmond city,161.8
2710,51179,Stafford County,708.7
2711,51159,Richmond County,503.0
2712,51085,Hanover County,1227.2
2713,51029,Buckingham County,1511.4
2714,51087,Henrico County,634.3
2715,51109,Louisa County,1323.2
2716,51840,Winchester city,24.0
2717,51069,Frederick County,1076.2
2718,51091,Highland County,1077.1
2719,51095,James City County,383.9
2720,51003,Albemarle County,1880.6
2721,51033,Caroline County,1390.5
2722,51047,Culpeper County,990.8
2723,51009,Amherst County,1240.2
2724,51059,Fairfax County,1027.6
2725,51145,Powhatan County,679.5
2726,51133,Northumberland County,502.6
2727,51139,Page County,813.5
2728,51600,Fairfax city,16.3
2729,51065,Fluvanna County,751.5
2730,51073,Gloucester County,569.9
2731,51127,New Kent County,567.7
2732,51005,Alleghany County,1162.3
2733,51171,Shenandoah County,1326.5
2734,51007,Amelia County,928.6
2735,51610,Falls Church city,5.2
2736,51061,Fauquier County,1686.7
2737,51001,Accomack County,1190.1
2738,51119,Middlesex County,340.4
2739,51157,Rappahannock County,691.6
2740,51107,Loudoun County,1349.7
2741,51570,Colonial Heights city,20.2
2742,51683,Manassas city,25.7
2743,51670,Hopewell city,28.0
2744,51079,Greene County,406.4
2745,51193,Westmoreland County,608.3
2746,51163,Rockbridge County,1556.5
2747,51510,Alexandria city,39.5
2748,51199,York County,279.4
2749,51013,Arlington County,67.5
2750,51036,Charles City County,509.3
2751,51057,Essex County,686.7
2752,51730,Petersburg city,60.0
2753,51043,Clarke County,462.0
2754,51075,Goochland County,750.9
2755,51015,Augusta County,2514.5
2756,51790,Staunton city,51.9
2757,54061,Monongalia County,947.6
2758,54005,Boone County,1303.3
2759,54051,Marshall County,808.5
2760,54001,Barbour County,888.0
2761,54095,Tyler County,675.2
2762,54049,Marion County,806.8
2763,54105,Wirt County,608.0
2764,54043,Lincoln County,1136.0
2765,54075,Pocahontas County,2439.3
2766,54033,Harrison County,1078.8
2767,54069,Ohio County,282.4
2768,54067,Nicholas County,1694.9
2769,54023,Grant County,1243.9
2770,54015,Clay County,890.5
2771,54009,Brooke County,239.8
2772,54029,Hancock County,227.8
2773,54053,Mason County,1151.8
2774,54021,Gilmer County,880.8
2775,54031,Hardy County,1513.8
2776,54037,Jefferson County,548.2
2777,54065,Morgan County,594.7
2778,54093,Tucker County,1090.6
2779,54011,Cabell County,746.0
2780,54057,Mineral County,852.7
2781,54027,Hampshire County,1669.5
2782,54039,Kanawha County,2359.3
2783,54041,Lewis County,1009.2
2784,54013,Calhoun County,727.0
2785,54107,Wood County,975.8
2786,54073,Pleasants County,348.5
2787,54017,Doddridge County,830.0
2788,54091,Taylor County,455.0
2789,54019,Fayette County,1731.0
2790,54083,Randolph County,2693.5
2791,54099,Wayne County,1326.4
2792,54003,Berkeley County,832.8
2793,54035,Jackson County,1221.5
2794,54025,Greenbrier County,2653.5
2795,54079,Putnam County,907.5
2796,54077,Preston County,1687.1
2797,54101,Webster County,1440.6
2798,54071,Pendleton County,1808.2
2799,54085,Ritchie County,1175.1
2800,54103,Wetzel County,935.8
2801,54087,Roane County,1252.8
2802,54007,Braxton County,1337.1
2803,54097,Upshur County,918.8
2804,55011,Buffalo County,1837.8
2805,55051,Iron County,2078.8
2806,55019,Clark County,3156.6
2807,55049,Iowa County,1988.9
2808,55047,Green Lake County,985.0
2809,55055,Jefferson County,1509.3
2810,55015,Calumet County,1028.4
2811,55031,Douglas County,3451.3
2812,55083,Oconto County,2633.8
2813,55061,Kewaunee County,890.9
2814,55057,Juneau County,2082.4
2815,55063,La Crosse County,1243.0
2816,55085,Oneida County,3201.2
2817,55095,Polk County,2477.1
2818,55059,Kenosha County,721.3
2819,55093,Pierce County,1533.0
2820,55037,Florence County,1288.6
2821,55023,Crawford County,1552.0
2822,55001,Adams County,1783.3
2823,55121,Trempealeau County,1921.7
2824,55123,Vernon County,2114.5
2825,55141,Wood County,2096.4
2826,55107,Rusk County,2411.0
2827,55133,Waukesha County,1503.7
2828,55113,Sawyer County,3497.2
2829,55131,Washington County,1128.5
2830,55033,Dunn County,2237.4
2831,55125,Vilas County,2636.2
2832,55067,Langlade County,2299.6
2833,55039,Fond du Lac County,1983.5
2834,55035,Eau Claire County,1671.2
2835,55101,Racine County,881.8
2836,55119,Taylor County,2549.6
2837,55081,Monroe County,2352.3
2838,55007,Bayfield County,3914.2
2839,55075,Marinette County,3702.3
2840,55017,Chippewa County,2696.9
2841,55078,Menominee County,945.2
2842,55025,Dane County,3207.0
2843,55137,Waushara County,1650.9
2844,55139,Winnebago County,1498.5
2845,55091,Pepin County,644.1
2846,55129,Washburn County,2210.1
2847,55103,Richland County,1526.3
2848,55053,Jackson County,2590.7
2849,55135,Waupaca County,1981.9
2850,55045,Green County,1513.8
2851,55105,Rock County,1880.6
2852,55029,Door County,1263.3
2853,55099,Price County,3311.1
2854,55013,Burnett County,2279.8
2855,55079,Milwaukee County,628.3
2856,55003,Ashland County,2730.9
2857,55021,Columbia County,2061.6
2858,55111,Sauk County,2197.9
2859,55005,Barron County,2304.5
2860,55077,Marquette County,1202.5
2861,55087,Outagamie County,1669.5
2862,55109,St. Croix County,1905.4
2863,55043,Grant County,3064.9
2864,55115,Shawano County,2355.5
2865,55065,Lafayette County,1643.5
2866,55009,Brown County,1385.2
2867,55117,Sheboygan County,1340.3
2868,55071,Manitowoc County,1542.4
2869,55089,Ozaukee County,609.6
2870,55097,Portage County,2130.7
2871,55073,Marathon County,4082.6
2872,55127,Walworth County,1493.3
2873,55041,Forest County,2710.0
2874,55027,Dodge County,2349.3
2875,55069,Lincoln County,2349.1
2876,06053,Monterey County,8585.3
2877,06107,Tulare County,12532.1
2878,06019,Fresno County,15568.6
2879,06079,San Luis Obispo County,8604.8
2880,06027,Inyo County,26487.6
2881,06031,Kings County,3604.1
2882,08089,Otero County,3288.5
2883,08027,Custer County,1916.4
2884,08025,Crowley County,2072.9
2885,08113,San Miguel County,3337.4
2886,08091,Ouray County,1404.3
2887,08109,Saguache County,8211.0
2888,08033,Dolores County,2766.4
2889,08101,Pueblo County,6210.3
2890,08061,Kiowa County,4625.5
2891,08053,Hinsdale County,2908.9
2892,08111,San Juan County,1005.7
2893,20071,Greeley County,2016.2
2894,20017,Chase County,2014.3
2895,20035,Cowley County,2933.0
2896,20101,Lane County,1858.8
2897,20015,Butler County,3746.5
2898,20159,Rice County,1885.4
2899,20165,Rush County,1859.5
2900,20113,McPherson County,2332.6
2901,20135,Ness County,2784.2
2902,20009,Barton County,2332.6
2903,20171,Scott County,1858.7
2904,20203,Wichita County,1861.1
2905,20115,Marion County,2470.2
2906,32017,Lincoln County,27549.6
2907,32023,Nye County,47134.2
2908,40133,Seminole County,1658.8
2909,40107,Okfuskee County,1628.8
2910,40123,Pontotoc County,1878.3
2911,40013,Bryan County,2444.8
2912,40037,Creek County,2511.8
2913,40113,Osage County,5967.3
2914,40069,Johnston County,1704.9
2915,40117,Pawnee County,1540.4
2916,48113,Dallas County,2353.3
2917,48239,Jackson County,2205.6
2918,48041,Brazos County,1531.3
2919,48089,Colorado County,2521.8
2920,48181,Grayson County,2536.1
2921,48139,Ellis County,2465.0
2922,48293,Limestone County,2416.9
2923,48481,Wharton County,2834.4
2924,48257,Kaufman County,2091.8
2925,48051,Burleson County,1752.9
2926,48349,Navarro County,2812.6
2927,48477,Washington County,1610.3
2928,48085,Collin County,2295.0
2929,48015,Austin County,1700.0
2930,48395,Robertson County,2241.3
2931,48057,Calhoun County,1424.0
2932,49053,Washington County,6293.3
2933,49025,Kane County,10641.0
2934,49017,Garfield County,13489.1
2935,49037,San Juan County,20546.8
2936,01069,Houston County,1506.5
2937,01035,Conecuh County,2208.5
2938,01039,Covington County,2703.4
2939,01061,Geneva County,1499.5
2940,01129,Washington County,2819.4
2941,01025,Clarke County,3244.2
2942,01031,Coffee County,1762.5
2943,01099,Monroe County,2679.1
2944,12065,Jefferson County,1584.6
2945,12123,Taylor County,2719.0
2946,13099,Early County,1337.3
2947,13201,Miller County,734.7
2948,13027,Brooks County,1289.3
2949,13275,Thomas County,1430.2
2950,13087,Decatur County,1614.0
2951,13131,Grady County,1192.1
2952,22025,Catahoula Parish,1915.1
2953,22043,Grant Parish,1721.4
2954,22085,Sabine Parish,2620.0
2955,22029,Concordia Parish,1935.5
2956,22069,Natchitoches Parish,3364.4
2957,22059,La Salle Parish,1715.6
2958,28031,Covington County,1074.7
2959,28037,Franklin County,1467.9
2960,28111,Perry County,1684.0
2961,28041,Greene County,1861.4
2962,28065,Jefferson Davis County,1059.7
2963,28077,Lawrence County,1128.6
2964,28001,Adams County,1262.7
2965,28067,Jones County,1812.2
2966,28085,Lincoln County,1523.4
2967,48289,Leon County,2798.8
2968,48347,Nacogdoches County,2541.3
2969,48419,Shelby County,2161.7
2970,48405,San Augustine County,1534.0
2971,48161,Freestone County,2310.3
2972,48001,Anderson County,2792.0
2973,48073,Cherokee County,2751.1
2974,12089,Nassau County,1691.2
2975,13173,Lanier County,517.5
2976,13299,Ware County,2351.7
2977,13065,Clinch County,2134.1
2978,13049,Charlton County,2026.4
2979,13185,Lowndes County,1322.4
2980,13211,Morgan County,918.5
2981,13315,Wilcox County,989.7
2982,13059,Clarke County,313.5
2983,13169,Jones County,1024.1
2984,13009,Baldwin County,692.6
2985,13195,Madison County,739.7
2986,13219,Oconee County,482.7
2987,13289,Twiggs County,939.2
2988,13133,Greene County,1052.1
2989,13119,Franklin County,690.1
2990,13235,Pulaski County,650.6
2991,13287,Turner County,751.0
2992,13153,Houston County,984.0
2993,13221,Oglethorpe County,1144.9
2994,13321,Worth County,1488.6
2995,13277,Tift County,696.2
2996,13257,Stephens County,477.1
2997,13071,Colquitt County,1441.7
2998,13237,Putnam County,934.2
2999,17133,Monroe County,1030.9
3000,17191,Wayne County,1853.1
3001,17189,Washington County,1460.5
3002,17081,Jefferson County,1512.0
3003,17193,White County,1299.8
3004,17163,St. Clair County,1745.7
3005,18051,Gibson County,1292.8
3006,18025,Crawford County,799.6
3007,18123,Perry County,1000.5
3008,18147,Spencer County,1039.7
3009,18129,Posey County,1086.1
3010,18061,Harrison County,1260.1
3011,18173,Warrick County,1012.8
3012,20059,Franklin County,1494.8
3013,20111,Lyon County,2215.5
3014,20139,Osage County,1864.4
3015,20121,Miami County,1528.8
3016,21071,Floyd County,1024.9
3017,21005,Anderson County,529.1
3018,21111,Jefferson County,1030.0
3019,21237,Wolfe County,576.9
3020,21215,Spencer County,496.4
3021,21153,Magoffin County,800.7
3022,21115,Johnson County,684.1
3023,21049,Clark County,660.9
3024,21029,Bullitt County,777.7
3025,21133,Letcher County,878.1
3026,21067,Fayette County,739.6
3027,21239,Woodford County,497.4
3028,21195,Pike County,2042.6
3029,21197,Powell County,466.5
3030,21165,Menifee County,533.4
3031,21163,Meade County,840.5
3032,21113,Jessamine County,452.0
3033,21175,Morgan County,994.0
3034,21159,Martin County,597.3
3035,29099,Jefferson County,1720.5
3036,29037,Cass County,1819.4
3037,29083,Henry County,1896.7
3038,29071,Franklin County,2410.5
3039,29141,Morgan County,1590.3
3040,29015,Benton County,1949.1
3041,29135,Moniteau County,1084.9
3042,29073,Gasconade County,1358.3
3043,29151,Osage County,1581.1
3044,29051,Cole County,1041.0
3045,37115,Madison County,1169.1
3046,37087,Haywood County,1436.5
3047,37099,Jackson County,1280.9
3048,45073,Oconee County,1744.4
3049,47029,Cocke County,1147.7
3050,47059,Greene County,1616.5
3051,47073,Hawkins County,1294.0
3052,51105,Lee County,1132.9
3053,51195,Wise County,1049.5
3054,51169,Scott County,1395.1
3055,51011,Appomattox County,866.9
3056,51045,Craig County,856.3
3057,51093,Isle of Wight County,830.6
3058,51135,Nottoway County,818.6
3059,51053,Dinwiddie County,1313.6
3060,51181,Surry County,729.5
3061,51183,Sussex County,1276.4
3062,51740,Portsmouth city,89.6
3063,51680,Lynchburg city,128.6
3064,51023,Botetourt County,1413.9
3065,51810,Virginia Beach city,662.9
3066,51147,Prince Edward County,916.4
3067,51149,Prince George County,724.8
3068,51019,Bedford County,1992.4
3069,51175,Southampton County,1560.0
3070,51710,Norfolk city,143.6
3071,51031,Campbell County,1314.0
3072,51800,Suffolk city,1061.9
3073,54063,Monroe County,1226.7
3074,54059,Mingo County,1098.1
3075,54055,Mercer County,1089.6
3076,54081,Raleigh County,1578.2
3077,54045,Logan County,1180.0
3078,54109,Wyoming County,1299.7
3079,54089,Summers County,952.4
3080,19149,Plymouth County,2237.1
3081,20117,Marshall County,2344.2
3082,20149,Pottawatomie County,2232.3
3083,20127,Morris County,1820.5
3084,20061,Geary County,1047.6
3085,20161,Riley County,1610.9
3086,27167,Wilkin County,1945.5
3087,27119,Polk County,5174.2
3088,27069,Kittson County,2858.3
3089,27011,Big Stone County,1367.8
3090,27155,Traverse County,1517.4
3091,27027,Clay County,2726.4
3092,27089,Marshall County,4695.4
3093,27107,Norman County,2270.7
3094,31155,Saunders County,1967.9
3095,31043,Dakota County,692.6
3096,31039,Cuming County,1488.3
3097,31173,Thurston County,1025.8
3098,31053,Dodge County,1406.4
3099,31067,Gage County,2227.3
3100,31109,Lancaster County,2192.1
3101,38077,Richland County,3743.7
3102,46099,Minnehaha County,2107.9
3103,46011,Brookings County,2084.8
3104,46039,Deuel County,1648.8
3105,46127,Union County,1209.9
3106,46109,Roberts County,2941.6
3107,46051,Grant County,1780.7
3108,46101,Moody County,1348.9
3109,46083,Lincoln County,1496.4
