OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,HUCEightDigitCode,LatitudeMeasure,LongitudeMeasure,StateCode,CountyCode
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 45-1,3100207,27.7443382,-82.6855046,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 49-1,3100206,27.7545004,-82.6372385,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 50-1,3100206,27.7334387,-82.6366609,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 51-1,3100206,27.7182639,-82.6382786,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 54-1,3100207,28.0132118,-82.80734,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 54-2,3100207,27.9752811,-82.8055384,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 54-3,3100207,27.9896589,-82.8001478,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 54-4,3100207,28.0026114,-82.8211063,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 55-1,3100207,27.9180001,-82.8290398,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 55-2,3100207,27.9421335,-82.81879,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 55-3,3100207,27.8979739,-82.8344333,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 56-1,3100207,27.842295,-82.838551,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 56-2,3100207,27.8826951,-82.8457523,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 57-1,3100207,27.8121909,-82.7995883,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 58-1,3100207,27.8113574,-82.7646378,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 58-2,3100207,27.794885,-82.7666986,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 59-1,3100207,27.7549519,-82.7479905,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 59-2,3100207,27.7343323,-82.6967845,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 59-3,3100207,27.7401041,-82.7240476,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 60-1,3100207,27.7103761,-82.7328381,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 60-2,3100207,27.7280607,-82.7368916,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 60-3,3100206,27.6875849,-82.719202,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 60-4,3100207,27.7216081,-82.7227057,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 60-5,3100206,27.6743342,-82.7311406,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 60-6,3100206,27.6665936,-82.7395444,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 60-7,3100206,27.6519214,-82.7384022,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 60-8,3100206,27.6526456,-82.7313128,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 60-9,3100206,27.6571103,-82.7221289,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 62-1,3100206,27.8431706,-82.6114325,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 62-2,3100206,27.8514338,-82.6242968,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 63-1,3100206,27.9455181,-82.7058781,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 98-09,3100206,27.6836111,-82.705,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 98-11,3100207,27.7538889,-82.7605556,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 98-15,3100206,27.7044444,-82.6347222,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 98-17,3100207,27.7297222,-82.7213889,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 98-27,3100206,27.6511111,-82.6947222,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 98-32,3100207,27.7161111,-82.7069444,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 98-38,3100207,27.7425,-82.7402778,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 98-40,3100207,27.7738889,-82.755,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 98-43,3100206,27.6861111,-82.6533333,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 99-14,3100206,27.6897222,-82.7355556,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 99-23,3100207,27.7722222,-82.7566667,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 99-32,3100206,27.6683333,-82.6677778,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 99-41,3100207,27.7358333,-82.7372222,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 99-70,3100207,27.8047222,-82.7802778,12,103
21FLPDEM,Pinellas County Dept. of Environmental Management (Florida),21FLPDEM-AMB 99-86,3100207,27.7302778,-82.7125,12,103
21FLPNS_WQX,"FL Dept. of Environmental Protection, Northwest District",21FLPNS_WQX-33010C14,3140107,30.4218333,-87.3489722,12,33
21FLPNS_WQX,"FL Dept. of Environmental Protection, Northwest District",21FLPNS_WQX-33010G10,3140107,30.3365278,-87.4308333,12,33
21FLPNS_WQX,"FL Dept. of Environmental Protection, Northwest District",21FLPNS_WQX-33010H24,3140107,30.3134722,-87.4415278,12,33
21FLPNS_WQX,"FL Dept. of Environmental Protection, Northwest District",21FLPNS_WQX-330200A4,3140105,30.5806944,-87.1615194,12,113
21FLPNS_WQX,"FL Dept. of Environmental Protection, Northwest District",21FLPNS_WQX-33020146,3140305,30.5475861,-87.1890444,12,33
21FLPNS_WQX,"FL Dept. of Environmental Protection, Northwest District",21FLPNS_WQX-33020JD4,3140105,30.4042777,-87.2608611,12,33
21FLPNS_WQX,"FL Dept. of Environmental Protection, Northwest District",21FLPNS_WQX-33020K20,3140105,30.3709805,-87.1778583,12,113
21FLPNS_WQX,"FL Dept. of Environmental Protection, Northwest District",21FLPNS_WQX-33020M19,3140107,30.3122611,-87.422225,12,33
21FLPNS_WQX,"FL Dept. of Environmental Protection, Northwest District",21FLPNS_WQX-33020M20,3140107,30.3108333,-87.4197222,12,33
21FLPNS_WQX,"FL Dept. of Environmental Protection, Northwest District",21FLPNS_WQX-33020N15,3140105,30.3313889,-87.2952389,12,33
21FLPNS_WQX,"FL Dept. of Environmental Protection, Northwest District",21FLPNS_WQX-3302HC11,3140105,30.4312179,-87.1905895,12,33
21FLPNS_WQX,"FL Dept. of Environmental Protection, Northwest District",21FLPNS_WQX-3302LC15,3140105,30.3819444,-87.2819444,12,33
21FLPNS_WQX,"FL Dept. of Environmental Protection, Northwest District",21FLPNS_WQX-33030011,3140104,30.6240555,-87.0359444,12,113
21FLPNS_WQX,"FL Dept. of Environmental Protection, Northwest District",21FLPNS_WQX-33030019,3140104,30.6072222,-87.0619444,12,113
21FLPNS_WQX,"FL Dept. of Environmental Protection, Northwest District",21FLPNS_WQX-33030069,3140104,30.7430833,-86.9837222,12,113
21FLPNS_WQX,"FL Dept. of Environmental Protection, Northwest District",21FLPNS_WQX-330300G9,3140105,30.373365,-87.0920531,12,113
21FLPNS_WQX,"FL Dept. of Environmental Protection, Northwest District",21FLPNS_WQX-33030D71,3140105,30.3982194,-87.0483611,12,113
21FLPNS_WQX,"FL Dept. of Environmental Protection, Northwest District",21FLPNS_WQX-33030G70,3140105,30.3358056,-87.1407222,12,33
21FLPNS_WQX,"FL Dept. of Environmental Protection, Northwest District",21FLPNS_WQX-33030G83,3140105,30.3286277,-87.1407,12,33
21FLPNS_WQX,"FL Dept. of Environmental Protection, Northwest District",21FLPNS_WQX-33030GA1,3140105,30.3383611,-87.1471389,12,33
21FLPNS_WQX,"FL Dept. of Environmental Protection, Northwest District",21FLPNS_WQX-33030H26,3140105,30.3838889,-86.8636111,12,113
21FLPOLK,Polk County Water Resources (Florida),21FLPOLK-BANANA1,3100101,27.9781388,-81.9055833,12,105
21FLPOLK,Polk County Water Resources (Florida),21FLPOLK-BANANA2,3100101,27.9789722,-81.89925,12,105
21FLPOLK,Polk County Water Resources (Florida),21FLPOLK-BANANA4,3100101,27.9800277,-81.91175,12,105
21FLPOLK,Polk County Water Resources (Florida),21FLPOLK-BANANA5,3100101,27.9800277,-81.91175,12,105
21FLPOLK,Polk County Water Resources (Florida),21FLPOLK-CANNON1-CA,3100101,28.0379167,-81.7525,12,105
21FLPOLK,Polk County Water Resources (Florida),21FLPOLK-CANNON2,3100101,28.0385833,-81.7473055,12,105
21FLPOLK,Polk County Water Resources (Florida),21FLPOLK-CANNON3,3100101,28.0338888,-81.7495833,12,105
21FLPOLK,Polk County Water Resources (Florida),21FLPOLK-CANNON4,3100101,28.0385,-81.7526667,12,105
21FLPOLK,Polk County Water Resources (Florida),21FLPOLK-CONINE1,3100101,28.0594722,-81.7244444,12,105
21FLPOLK,Polk County Water Resources (Florida),21FLPOLK-CONINE2,3100101,28.0588888,-81.7219444,12,105
21FLPOLK,Polk County Water Resources (Florida),21FLPOLK-CONINE3,3100101,28.0522222,-81.7252777,12,105
21FLPOLK,Polk County Water Resources (Florida),21FLPOLK-CONINE4,3100101,28.0576667,-81.7218333,12,105
21FLPOLK,Polk County Water Resources (Florida),21FLPOLK-CONINE5,3100101,28.0605,-81.7218333,12,105
21FLPOLK,Polk County Water Resources (Florida),21FLPOLK-MARIANA1,3100101,28.0748055,-81.7614166,12,105
21FLPOLK,Polk County Water Resources (Florida),21FLPOLK-P.C. CANAL3,3100101,27.9104444,-81.6126388,12,105
21FLPOLK,Polk County Water Resources (Florida),21FLPOLK-P.C. CANAL4,3100101,27.8865555,-81.6455833,12,105
21FLPOLK,Polk County Water Resources (Florida),21FLPOLK-P.C. CANAL5,3100101,27.9044722,-81.66325,12,105
21FLPOLK,Polk County Water Resources (Florida),21FLPOLK-P.C. CANAL8,3100101,27.9250555,-81.7956666,12,105
21FLPOLK,Polk County Water Resources (Florida),21FLPOLK-PEACE RIVER10,3100101,27.9014444,-81.81725,12,105
21FLPOLK,Polk County Water Resources (Florida),21FLPOLK-SADDLE CREEK9,3100101,27.9225555,-81.8265555,12,105
21FLPOLK,Polk County Water Resources (Florida),21FLPOLK-WAHNETA CANAL6,3100101,27.9365277,-81.7317777,12,105
21FLPOLK,Polk County Water Resources (Florida),21FLPOLK-WAHNETA CANAL7,3100101,27.9395,-81.7265555,12,105
21FLRCID,Reedy Creek Improvement District - Env Services (Florida),21FLRCID-C-12A,3090101,28.3326666,-81.5224333,12,97
21FLRCID,Reedy Creek Improvement District - Env Services (Florida),21FLRCID-C-12C,3090101,28.32518,-81.52104,12,97
21FLRCID,Reedy Creek Improvement District - Env Services (Florida),21FLRCID-C-5,3090101,28.3886388,-81.5253611,12,95
21FLRCID,Reedy Creek Improvement District - Env Services (Florida),21FLRCID-RC-12,3090101,28.33178,-81.58015,12,97
21FLRCID,Reedy Creek Improvement District - Env Services (Florida),21FLRCID-RC-13,3090101,28.29838,-81.57745,12,97
21FLRCID,Reedy Creek Improvement District - Env Services (Florida),21FLRCID-RC-14,3090101,28.27561,-81.54512,12,97
21FLRCID,Reedy Creek Improvement District - Env Services (Florida),21FLRCID-RC-16,3090101,28.27124,-81.59049,12,97
21FLRCID,Reedy Creek Improvement District - Env Services (Florida),21FLRCID-RC-19A,3090101,28.3794444,-81.5827777,12,95
21FLRCID,Reedy Creek Improvement District - Env Services (Florida),21FLRCID-STW-1M,3090101,28.37025,-81.5291944,12,95
21FLRCID,Reedy Creek Improvement District - Env Services (Florida),21FLRCID-STW-4M,3090101,28.3317777,-81.5801388,12,97
21FLRCID_WQX,Reedy Creek Improvement District - Env Services (Florida),21FLRCID_WQX-C-12A,3090101,28.3326666,-81.5224333,12,97
21FLRCID_WQX,Reedy Creek Improvement District - Env Services (Florida),21FLRCID_WQX-C-12C,3090101,28.32518,-81.52104,12,97
21FLRCID_WQX,Reedy Creek Improvement District - Env Services (Florida),21FLRCID_WQX-C-5,3090101,28.3897,-81.5249,12,95
21FLRCID_WQX,Reedy Creek Improvement District - Env Services (Florida),21FLRCID_WQX-RC-12,3090101,28.33178,-81.58015,12,97
21FLRCID_WQX,Reedy Creek Improvement District - Env Services (Florida),21FLRCID_WQX-RC-13,3090101,28.29838,-81.57745,12,97
21FLRCID_WQX,Reedy Creek Improvement District - Env Services (Florida),21FLRCID_WQX-RC-14,3090101,28.27561,-81.54512,12,97
21FLRCID_WQX,Reedy Creek Improvement District - Env Services (Florida),21FLRCID_WQX-RC-16,3090101,28.27124,-81.59049,12,97
21FLRCID_WQX,Reedy Creek Improvement District - Env Services (Florida),21FLRCID_WQX-RC-19A,3090101,28.3794444,-81.5827777,12,95
21FLRCID_WQX,Reedy Creek Improvement District - Env Services (Florida),21FLRCID_WQX-STW-1M,3090101,28.37025,-81.5291944,12,95
21FLRCID_WQX,Reedy Creek Improvement District - Env Services (Florida),21FLRCID_WQX-STW-4M,3090101,28.3317777,-81.5801388,12,97
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-10-1-04,3100201,27.3463,-82.5897,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-10-1-08,3100201,27.3544,-82.585,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-10-2-04,3100201,27.3383,-82.5727,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-10-3-04,3100201,27.3386,-82.5813,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-10-4-04,3100201,27.3255,-82.5675,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-10-5-04,3100201,27.3041,-82.5555,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-11-1-04,3100201,27.365,-82.5669,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-11-2-04,3100201,27.3544,-82.5619,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-11-3-04,3100201,27.3433,-82.553,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-11-4-04,3100201,27.318,-82.5466,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-11-5-04,3100201,27.3097,-82.5458,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-13-1-04,3100201,27.2997,-82.5447,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-13-2-04,3100201,27.2783,-82.5436,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-13-3-04,3100201,27.263,-82.5391,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-13-4-04,3100201,27.2577,-82.5363,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-13-5-04,3100201,27.2452,-82.5269,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-14-1-04,3100201,27.24,-82.5188,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-14-2-04,3100201,27.228,-82.5105,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-14-3-04,3100201,27.2127,-82.5019,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-14-4-04,3100201,27.2002,-82.5025,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-16-1-04,3100201,27.1747,-82.493,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-16-2-04,3100201,27.1658,-82.4863,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-16-3-04,3100201,27.1544,-82.4802,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-16-4-04,3100201,27.1422,-82.475,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-16-5-04,3100201,27.1247,-82.4697,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-LB-2-04,3100201,27.0188,-82.4169,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-LB-3-04,3100201,27.0025,-82.4055,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-LB-3-11,3100201,26.9958,-82.3988,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-LB-4-04,3100201,26.9716,-82.3802,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-LB-4-11,3100201,26.9775,-82.3891,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-LB-5-11,3100201,26.9588,-82.3766,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-ML-1-04,3100102,27.0394,-82.2852,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-ML-3-04,3100102,27.0305,-82.2725,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-ML-5-04,3100102,27.0116,-82.2694,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-MU-1-04,3100102,27.0908,-82.3275,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-MU-2-04,3100102,27.08,-82.3194,12,115
21FLSARA,Sarasota County Environmental Services (Florida),21FLSARA-MU-3-04,3100102,27.0713,-82.3166,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-10-1-03,3100201,27.3541,-82.5805,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-10-1-04,3100201,27.3463,-82.5897,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-10-1-05,3100201,27.3452,-82.5791,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-10-1-06,3100201,27.3586,-82.5775,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-10-2-04,3100201,27.3383,-82.5727,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-10-2-05,3100201,27.3383,-82.5727,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-10-3-07,3100201,27.3333,-82.5813,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-10-4-03,3100201,27.3255,-82.5675,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-10-4-04,3100201,27.3255,-82.5675,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-10-5-03,3100201,27.3072,-82.5497,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-10-5-04,3100201,27.3041,-82.5555,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-11-1-02,3100201,27.368,-82.5655,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-11-1-04,3100201,27.365,-82.5669,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-11-1-06,3100201,27.3702,-82.5683,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-11-2-04,3100201,27.3544,-82.5619,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-11-2-06,3100201,27.3527,-82.5655,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-11-3-04,3100201,27.3433,-82.553,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-11-3-05,3100201,27.34,-82.5586,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-11-3-07,3100201,27.3372,-82.5563,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-11-4-02,3100201,27.323,-82.5497,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-11-4-06,3100201,27.3238,-82.5477,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-11-5-02,3100201,27.3125,-82.5419,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-11-5-04,3100201,27.3097,-82.5458,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-11-5-07,3100201,27.3102,-82.5411,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-11-5-11,3100201,27.3074,-82.5419,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-13-1-04,3100201,27.2997,-82.5447,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-13-1-05,3100201,27.2925,-82.5466,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-13-1-07,3100201,27.2913,-82.5441,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-13-1-08,3100201,27.2961,-82.5427,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-13-1-11,3100201,27.2905,-82.548,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-13-2-06,3100201,27.2811,-82.5447,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-13-2-07,3100201,27.2794,-82.5458,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-13-2-12,3100201,27.2838,-82.5475,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-13-3-04,3100201,27.263,-82.5391,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-13-3-05,3100201,27.2672,-82.5411,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-13-3-06,3100201,27.2633,-82.5416,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-13-3-11,3100201,27.2655,-82.5388,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-13-4-02,3100201,27.255,-82.5336,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-13-4-05,3100201,27.2522,-82.5316,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-13-4-06,3100201,27.2577,-82.535,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-13-4-07,3100201,27.2547,-82.5322,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-13-5-03,3100201,27.2452,-82.5213,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-13-5-04,3100201,27.2452,-82.5269,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-13-5-05,3100201,27.2458,-82.5238,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-13-5-06,3100201,27.2436,-82.5219,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-14-1-03,3100201,27.238,-82.5216,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-14-1-04,3100201,27.24,-82.5188,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-14-1-07,3100201,27.2411,-82.5186,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-14-2-04,3100201,27.228,-82.5105,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-14-2-06,3100201,27.2311,-82.5108,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-14-2-09,3100201,27.2316,-82.5158,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-14-3-04,3100201,27.2127,-82.5019,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-14-4-03,3100201,27.2038,-82.5013,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-14-4-04,3100201,27.2002,-82.5025,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-16-1-04,3100201,27.1747,-82.493,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-16-2-05,3100201,27.1577,-82.4822,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-16-3-04,3100201,27.1544,-82.4802,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-16-3-07,3100201,27.1488,-82.4738,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-16-4-02,3100201,27.1438,-82.4716,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-16-4-03,3100201,27.1363,-82.4697,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-16-4-04,3100201,27.1422,-82.475,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-16-5-02,3100201,27.1333,-82.4691,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-16-5-06,3100201,27.1305,-82.4697,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-LB-1-09,3100201,27.0491,-82.4372,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-LB-3-03,3100201,26.9888,-82.3952,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-LB-3-08,3100201,26.9905,-82.3988,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-LB-4-06,3100201,26.9838,-82.3938,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-LB-5-07,3100201,26.9525,-82.3705,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-ML-1-06,3100102,27.0366,-82.2822,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-ML-1-07,3100102,27.0441,-82.2927,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-ML-2-06,3100102,27.0308,-82.2783,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-ML-2-07,3100102,27.0344,-82.28,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-ML-3-04,3100102,27.0305,-82.2725,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-ML-3-07,3100102,27.035,-82.2741,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-ML-4-03,3100102,27.0194,-82.2744,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-MU-1-04,3100102,27.0908,-82.3275,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-MU-1-07,3100102,27.0983,-82.3327,12,115
21FLSARA_WQX,Sarasota County Environmental Services,21FLSARA_WQX-MU-1-10,3100102,27.0952,-82.3297,12,115
