uniqid_huc10,meto_high1992_huc10,meto_high1997_huc10,meto_high2002_huc10,meto_high2007_huc10,meto_high2012_huc10,meto_low1992_huc10,meto_low1997_huc10,meto_low2002_huc10,meto_low2007_huc10,meto_low2012_huc10
2365,0.0018,0.0012,0.0006,0.0006,0.0008,0.0018,0.0001,0.0005,0.0006,0.0008
2366,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2367,0.0072,0.0454,0.0149,0.0000,0.0733,0.0072,0.0454,0.0149,0.0000,0.0733
2368,0.1439,3.4534,0.8614,1.0542,3.9132,0.0841,3.3711,0.8324,0.4188,3.7766
2369,9.6448,4.3111,6.2125,8.4114,5.2851,9.6448,4.2927,5.3881,1.4747,4.3448
2370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2371,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2372,0.0560,0.2149,0.2170,0.4557,0.4629,0.0507,0.0117,0.0321,0.0042,0.0000
2373,4.5035,2.2547,3.0117,4.2905,2.4887,4.5035,2.2273,2.5411,0.4281,2.1098
2374,0.0020,0.0040,0.0014,0.0010,0.0034,0.0018,0.0036,0.0014,0.0010,0.0034
2375,0.0511,0.1235,0.0758,0.1541,0.4629,0.0266,0.0835,0.0386,0.0233,0.4363
2376,0.1287,0.9511,0.0842,0.2633,0.1704,0.0332,0.3234,0.0842,0.2633,0.0538
2377,0.0000,0.0001,0.0000,0.0000,0.0062,0.0000,0.0001,0.0000,0.0000,0.0006
2378,0.0014,0.0024,0.0024,0.0027,0.0013,0.0013,0.0000,0.0001,0.0018,0.0012
2379,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2380,0.0299,0.0184,0.0570,0.0035,0.0693,0.0299,0.0184,0.0570,0.0035,0.0693
2381,0.7536,4.9334,0.8824,1.3778,2.3656,0.5306,0.9104,0.5765,0.4196,0.1974
2382,0.0899,0.1176,0.0825,0.1299,0.0747,0.0562,0.0642,0.0261,0.0528,0.0000
2383,0.0177,0.0225,0.0098,0.0128,0.0512,0.0168,0.0003,0.0040,0.0128,0.0515
2384,0.0000,0.0012,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000,0.0000,0.0000
2385,0.0464,0.0578,0.0190,0.0072,0.0090,0.0464,0.0075,0.0176,0.0072,0.0091
2386,0.0001,0.0004,0.0001,0.0003,0.0168,0.0000,0.0001,0.0001,0.0003,0.0053
2387,0.0709,0.0738,0.0933,0.2004,0.3146,0.0422,0.0735,0.0673,0.1871,0.2557
2388,0.0066,0.0259,0.0038,0.0081,0.0046,0.0000,0.0000,0.0008,0.0000,0.0009
2389,0.0007,0.0096,0.0040,0.0036,0.0067,0.0007,0.0090,0.0032,0.0027,0.0066
2390,0.0033,0.0342,0.0174,0.0077,0.0090,0.0008,0.0003,0.0174,0.0077,0.0006
2391,0.0196,0.0758,0.0619,0.0344,0.2804,0.0003,0.0736,0.0000,0.0075,0.0000
2392,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2393,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2394,0.0047,0.0058,0.0564,0.0033,0.0794,0.0047,0.0058,0.0564,0.0033,0.0794
2395,0.4563,0.5804,0.2258,0.2953,0.9822,0.4328,0.0073,0.0916,0.2949,0.9886
2396,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2397,0.0073,0.1973,0.0195,0.0155,0.0010,0.0074,0.0026,0.0193,0.0167,0.0010
2398,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2399,0.0007,0.0001,0.0002,0.0002,0.0001,0.0007,0.0000,0.0002,0.0002,0.0001
2400,0.6867,0.7039,0.8290,0.5381,1.8895,0.0215,0.0552,0.0154,0.0000,1.4265
2401,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2402,0.0038,0.0048,0.0016,0.0006,0.0013,0.0038,0.0006,0.0014,0.0006,0.0013
2403,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2404,0.0000,0.0000,0.0000,0.0000,0.0009,0.0000,0.0000,0.0000,0.0000,0.0009
2405,0.0569,0.0392,0.0175,0.0199,0.0040,0.0569,0.0017,0.0155,0.0198,0.0040
2406,0.0016,0.0074,0.0297,0.0249,0.2276,0.0009,0.0034,0.0000,0.0060,0.0003
2407,0.0000,0.0000,0.0002,0.0000,0.0003,0.0000,0.0000,0.0002,0.0000,0.0003
2408,0.0372,0.0477,0.2957,0.2610,1.3895,0.0000,0.0258,0.0065,0.0504,0.0000
2409,6.3541,2.5166,2.4561,2.3992,1.8749,6.3541,2.4488,2.2036,0.6855,1.5918
2410,0.0128,0.0355,0.0099,0.0021,0.0003,0.0128,0.0355,0.0099,0.0021,0.0003
2411,0.7311,2.7997,1.5883,3.4219,4.8148,0.1027,2.6581,0.4930,3.2844,4.5832
2412,0.0001,0.0001,0.0004,0.0002,0.0019,0.0001,0.0000,0.0003,0.0002,0.0004
2413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2414,0.0016,0.0032,0.0055,0.0059,0.0216,0.0000,0.0000,0.0002,0.0000,0.0027
2415,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0005
2416,2.4448,10.4094,7.1960,2.8163,7.7681,2.3850,10.3823,6.9451,2.1896,6.5253
2417,0.0579,0.0284,0.1407,0.0013,0.5322,0.0579,0.0025,0.1407,0.0013,0.5303
2418,0.0899,0.1227,0.7169,0.6352,3.4919,0.0000,0.0599,0.0000,0.1073,0.0000
2419,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0003
2420,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000
2421,0.0021,0.0026,0.0113,0.0007,0.0132,0.0021,0.0026,0.0113,0.0007,0.0132
2422,0.4027,0.7597,0.3827,0.7013,0.4773,0.0197,0.7579,0.3139,0.6472,0.4672
2423,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2424,0.0001,0.0003,0.0002,0.0022,0.0007,0.0001,0.0003,0.0002,0.0022,0.0007
2425,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2426,0.0018,0.0012,0.0017,0.0006,0.0023,0.0016,0.0002,0.0010,0.0004,0.0004
2427,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2428,0.5990,0.3885,0.4394,0.2177,0.1462,0.5863,0.0000,0.0539,0.2135,0.1039
2429,3.4536,10.5162,2.0235,3.0906,6.2622,2.9780,6.6759,1.5163,2.8113,5.9015
2430,0.0106,0.0096,0.0141,0.0191,0.1644,0.0033,0.0020,0.0141,0.0009,0.1573
2431,0.0001,0.0002,0.0001,0.0008,0.0002,0.0001,0.0002,0.0001,0.0008,0.0002
2432,0.0002,0.0005,0.0028,0.0011,0.0006,0.0001,0.0004,0.0019,0.0011,0.0001
2433,0.1307,1.7296,0.2664,0.2309,0.1402,0.1291,1.7248,0.2202,0.1654,0.1357
2434,0.6401,0.0296,0.0297,0.3934,0.3513,0.0000,0.0296,0.0297,0.3934,0.3513
2435,0.0038,0.0045,0.0013,0.0115,0.0202,0.0000,0.0000,0.0004,0.0000,0.0061
2436,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2437,0.9912,0.9463,0.2927,0.9665,1.2728,0.9300,0.9033,0.2601,0.9131,1.2499
2438,0.0000,0.0001,0.0001,0.0001,0.0001,0.0000,0.0001,0.0001,0.0001,0.0001
2439,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2440,10.7219,20.8252,9.8814,17.7494,16.7216,10.4092,20.7842,9.1646,15.3112,16.2217
2441,0.0001,0.0012,0.0022,0.0062,0.0025,0.0001,0.0012,0.0000,0.0000,0.0012
2442,0.0176,0.0358,0.0231,0.0504,0.1675,0.0176,0.0358,0.0231,0.0504,0.1675
2443,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2444,0.0007,0.0007,0.0012,0.0021,0.0020,0.0002,0.0003,0.0004,0.0002,0.0000
2445,0.6817,0.8415,0.3580,1.8657,2.4321,0.0429,0.1492,0.1715,0.3688,1.1611
2446,0.0067,0.0009,0.0014,0.0011,0.0032,0.0067,0.0000,0.0000,0.0011,0.0022
2447,0.0060,0.0031,0.0018,0.0018,0.0154,0.0013,0.0012,0.0018,0.0018,0.0013
2448,0.0000,0.0077,0.0004,0.0027,0.0034,0.0000,0.0077,0.0004,0.0027,0.0034
2449,0.0181,0.0028,0.0041,0.0009,0.0407,0.0181,0.0028,0.0041,0.0009,0.0407
2450,0.0222,0.0162,0.0221,0.0092,0.0910,0.0191,0.0119,0.0087,0.0084,0.0098
2451,0.0000,0.0000,0.0012,0.0001,0.0017,0.0000,0.0000,0.0012,0.0001,0.0017
2452,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2453,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2454,0.0009,0.0017,0.0045,0.0012,0.0005,0.0005,0.0003,0.0010,0.0011,0.0004
2455,0.0045,0.0004,0.0343,0.0187,0.0918,0.0045,0.0004,0.0343,0.0187,0.0918
2456,0.0026,0.0003,0.0005,0.0002,0.0001,0.0026,0.0000,0.0003,0.0002,0.0001
2457,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2458,0.0162,0.0151,0.0244,0.0342,0.3384,0.0028,0.0019,0.0243,0.0009,0.3250
2459,1.0476,1.7122,1.6129,5.7307,12.2996,0.0906,0.1292,0.1499,0.0000,0.0140
2460,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2461,0.1133,0.0933,0.0729,0.4182,0.2422,0.0878,0.0000,0.0168,0.3035,0.0014
2462,0.0182,0.0602,0.0480,0.0278,0.1767,0.0088,0.0256,0.0368,0.0242,0.0038
2463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2464,0.0000,0.0000,0.0000,0.0000,0.0045,0.0000,0.0000,0.0000,0.0000,0.0045
2465,0.6794,2.0001,1.2176,1.3697,3.6851,0.2869,1.9962,0.4586,1.2038,1.4355
2466,0.4129,0.5822,0.1131,0.2131,0.2037,0.2526,0.4227,0.0664,0.0669,0.0721
2467,0.1302,0.1635,0.0944,0.3318,1.1739,0.0662,0.0353,0.0708,0.2072,0.0366
2468,0.1237,0.1077,0.0229,0.0460,0.0418,0.0000,0.0000,0.0055,0.0000,0.0010
2469,0.0198,0.0343,0.0725,0.0534,0.0796,0.0000,0.0192,0.0113,0.0462,0.0076
2470,0.4018,0.4043,0.1627,0.4575,0.8675,0.3454,0.0501,0.0369,0.2134,0.0093
2471,0.0648,0.0524,0.0978,0.0631,0.0006,0.0024,0.0067,0.0027,0.0000,0.0002
2472,0.0408,0.0167,0.0322,0.0089,0.0191,0.0000,0.0156,0.0209,0.0072,0.0155
2473,0.0684,0.1272,0.0270,0.0266,0.0000,0.0508,0.0617,0.0271,0.0266,0.0000
2474,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2475,0.0041,0.0028,0.0019,0.0022,0.0004,0.0041,0.0001,0.0017,0.0022,0.0004
2476,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2477,0.0159,0.0042,0.0058,0.0022,0.0010,0.0159,0.0006,0.0037,0.0021,0.0010
2478,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2479,0.4611,0.5622,0.0610,0.5585,0.3921,0.0013,0.0011,0.0168,0.0251,0.1319
2480,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2481,0.1319,0.7224,0.2967,0.2943,2.3887,0.0355,0.5285,0.1359,0.0609,2.1224
2482,0.0042,0.0045,0.0018,0.0016,0.0049,0.0017,0.0016,0.0018,0.0016,0.0029
2483,0.0369,0.1488,0.0381,0.0318,1.0501,0.0113,0.1411,0.0163,0.0318,0.0942
2484,0.0062,0.0017,0.0025,0.0004,0.0187,0.0062,0.0017,0.0025,0.0004,0.0187
2485,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2486,0.3374,0.2930,0.1203,0.4409,1.2230,0.2166,0.0000,0.0457,0.2714,0.0140
2487,1.6284,4.0172,1.2138,1.9433,3.7586,1.2219,2.6263,0.8712,1.7466,2.9723
2488,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2489,0.0001,0.0001,0.0001,0.0001,0.0000,0.0001,0.0000,0.0001,0.0001,0.0000
2490,0.0013,0.0007,0.0010,0.0003,0.0018,0.0012,0.0002,0.0006,0.0003,0.0003
2491,0.0005,0.0037,0.0004,0.0011,0.0070,0.0001,0.0013,0.0004,0.0011,0.0022
2492,0.0032,0.0022,0.0013,0.0015,0.0003,0.0032,0.0001,0.0011,0.0015,0.0003
2493,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2494,0.0032,0.0156,0.0358,0.0359,0.1322,0.0023,0.0151,0.0257,0.0359,0.0703
2495,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2496,0.0007,0.0017,0.0009,0.0104,0.0013,0.0007,0.0017,0.0009,0.0104,0.0013
2497,6.7907,11.7109,9.4864,11.5354,10.7355,6.7678,11.7070,8.9637,10.9013,10.4546
2498,0.8333,0.2942,0.3544,0.2266,0.1664,0.8333,0.2872,0.3416,0.0941,0.1433
2499,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2500,4.3638,16.3623,4.6733,9.8736,11.7121,4.1339,16.3290,4.0070,9.0710,11.5675
2501,0.0002,0.0001,0.0000,0.0000,0.0007,0.0002,0.0001,0.0000,0.0000,0.0007
2502,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2503,1.0637,1.8642,1.0114,1.2645,0.7747,1.0620,1.8074,0.7854,0.1348,0.6194
2504,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2505,0.1420,0.0504,0.0116,0.0177,0.0084,0.0000,0.0000,0.0000,0.0001,0.0005
2506,0.0930,0.0129,0.0116,0.0096,0.0176,0.0930,0.0000,0.0006,0.0095,0.0118
2507,0.2970,0.0155,0.0162,0.2036,0.2193,0.0007,0.0143,0.0163,0.2036,0.2180
2508,0.0090,0.0079,0.0015,0.0030,0.0003,0.0000,0.0000,0.0004,0.0000,0.0000
2509,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2510,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2511,0.0197,0.0124,0.0145,0.0258,0.0006,0.0000,0.0000,0.0058,0.0000,0.0003
2512,0.0020,0.0032,0.0053,0.0051,0.0008,0.0013,0.0014,0.0053,0.0051,0.0008
2513,2.4845,6.6464,5.7492,9.6896,18.3967,2.3105,5.7836,4.7214,8.0571,17.1689
2514,0.0083,0.0289,0.0307,0.0237,0.0074,0.0000,0.0274,0.0000,0.0218,0.0001
2515,0.0167,0.0531,0.2704,0.2425,3.1013,0.0001,0.0462,0.0000,0.0744,0.0033
2516,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2517,0.1294,1.4548,0.4789,0.3109,0.0765,0.0782,1.3742,0.2063,0.0000,0.0360
2518,0.0006,0.0019,0.0079,0.0063,0.1683,0.0000,0.0018,0.0003,0.0029,0.0009
2519,0.0067,0.0019,0.0027,0.0004,0.0185,0.0067,0.0019,0.0027,0.0004,0.0185
2520,0.0466,0.0098,0.0127,0.0123,0.0067,0.0464,0.0000,0.0017,0.0123,0.0022
2521,0.0005,0.0001,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000
2522,2.2350,5.7352,6.7491,12.1824,20.4141,2.1873,5.7274,5.6136,10.6027,20.3439
2523,0.0008,0.0029,0.0014,0.0007,0.0005,0.0004,0.0003,0.0014,0.0007,0.0004
2524,1.5358,4.0863,5.6148,8.5072,18.5497,1.5033,4.0808,4.6474,7.3718,18.4815
2525,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2526,0.0014,0.0028,0.0007,0.0005,0.0011,0.0013,0.0025,0.0007,0.0005,0.0011
2527,0.2162,0.0765,0.0167,0.0254,0.0112,0.0000,0.0000,0.0000,0.0002,0.0007
2528,0.0572,0.0567,0.1947,0.1399,1.2809,0.0218,0.0344,0.0173,0.0435,0.2382
2529,0.4101,6.9774,1.1090,0.8819,0.9333,0.4066,6.9056,0.8629,0.1964,0.7187
2530,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2531,0.0880,0.1197,0.0496,0.0604,0.2245,0.0836,0.0111,0.0221,0.0604,0.2259
2532,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2533,0.0152,0.0008,0.0005,0.0057,0.0055,0.0000,0.0008,0.0005,0.0057,0.0055
2534,2.1307,6.6407,7.1442,10.0553,20.4977,2.0800,6.5089,5.8827,8.8445,20.4742
2535,0.1322,0.0483,0.0836,0.0372,0.4019,0.0932,0.0283,0.0804,0.0120,0.3809
2536,0.2201,0.0804,0.0706,0.3319,0.5946,0.1675,0.0259,0.0111,0.0355,0.4827
2537,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2538,1.2491,0.4007,0.4400,0.3228,3.8880,1.0258,0.3261,0.4237,0.1591,3.4989
2539,0.0834,0.0609,0.1105,0.0460,0.5005,0.0720,0.0447,0.0432,0.0420,0.0540
2540,1.8375,0.5406,0.3962,0.3946,0.1742,1.8375,0.5364,0.3852,0.0687,0.1577
2541,1.4004,3.5124,2.0555,2.2830,4.8075,1.1898,1.9208,1.4909,1.4929,3.2791
2542,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2543,0.0000,0.0005,0.0002,0.0002,0.0427,0.0000,0.0005,0.0002,0.0001,0.0423
2544,0.0114,0.0919,0.1265,0.0745,0.1105,0.0114,0.0005,0.0161,0.0000,0.0000
2545,0.2200,0.3886,0.3517,0.3973,0.2233,0.2053,0.0000,0.0130,0.2686,0.2025
2546,0.0077,0.0010,0.0009,0.0007,0.0025,0.0077,0.0000,0.0000,0.0007,0.0018
2547,0.0362,0.0128,0.0033,0.0051,0.0021,0.0000,0.0000,0.0000,0.0000,0.0001
2548,0.1032,0.4110,0.7021,1.3197,3.6539,0.0349,0.4097,0.5624,1.0674,2.6618
2549,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2550,0.1300,0.2189,0.0545,0.0738,0.1818,0.1074,0.1220,0.0315,0.0083,0.0005
2551,0.0001,0.0005,0.0003,0.0002,0.0007,0.0001,0.0001,0.0003,0.0002,0.0006
2552,0.1442,0.1911,0.1237,0.5973,1.3163,0.1111,0.0236,0.0646,0.3471,0.5035
2553,0.1926,0.5980,0.1913,0.2680,0.4255,0.1842,0.5512,0.1792,0.2415,0.3916
2554,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000
2555,0.6770,8.2027,1.5778,1.6514,4.6178,0.5721,8.0379,1.3112,0.5637,4.2936
2556,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2557,0.0007,0.0026,0.0021,0.0017,0.0006,0.0000,0.0026,0.0000,0.0016,0.0000
2558,0.0874,0.6641,2.8023,1.1571,1.5453,0.0874,0.6641,2.8023,1.1571,1.5453
2559,0.0531,0.1396,0.0264,0.0503,0.0762,0.0526,0.0388,0.0221,0.0484,0.0728
2560,1.3880,0.0649,0.0726,0.8090,0.8450,0.0000,0.0649,0.0726,0.8090,0.8450
2561,0.0734,0.3945,0.1779,0.1731,1.3328,0.0191,0.2843,0.0786,0.0350,1.1806
2562,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2563,0.4599,0.6521,0.2347,0.2369,1.4517,0.4599,0.6431,0.1907,0.1803,1.4472
2564,0.0092,0.0229,0.0139,0.1592,0.0442,0.0092,0.0229,0.0139,0.1592,0.0442
2565,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2566,4.3238,4.6923,5.6302,4.3541,9.1837,3.9800,4.6068,4.3016,4.2435,9.0515
2567,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2568,0.0073,0.0065,0.0061,0.0121,0.0127,0.0001,0.0002,0.0015,0.0001,0.0003
2569,0.0105,0.0451,0.0353,0.0525,0.0996,0.0054,0.0219,0.0000,0.0019,0.0000
2570,0.0021,0.0001,0.0005,0.0065,0.0066,0.0000,0.0001,0.0005,0.0065,0.0066
2571,0.0000,0.0578,0.0026,0.0196,0.0243,0.0000,0.0578,0.0026,0.0196,0.0243
2572,0.4684,0.5970,0.0750,0.9877,0.4625,0.4239,0.5970,0.0674,0.9871,0.4539
2573,0.0007,0.0006,0.0003,0.0003,0.0000,0.0007,0.0005,0.0003,0.0003,0.0000
2574,0.0113,0.0075,0.0134,0.0206,0.3635,0.0000,0.0000,0.0131,0.0014,0.3451
2575,0.0235,0.0104,0.0300,0.0022,0.0654,0.0235,0.0104,0.0300,0.0022,0.0654
2576,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2577,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2578,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2579,0.0013,0.0135,0.0012,0.0003,0.0018,0.0007,0.0131,0.0005,0.0001,0.0002
2580,0.0001,0.0001,0.0011,0.0001,0.0014,0.0001,0.0001,0.0011,0.0001,0.0014
2581,0.1654,1.0367,1.3248,3.1667,3.1821,0.0671,1.0178,0.1052,0.0280,1.6132
2582,0.1296,0.7160,0.5100,1.0320,1.5550,0.1293,0.0319,0.3304,0.0073,0.0000
2583,0.0003,0.0002,0.0006,0.0000,0.0009,0.0003,0.0002,0.0006,0.0000,0.0009
2584,0.0119,0.0302,0.0130,0.0217,0.0077,0.0098,0.0252,0.0082,0.0103,0.0001
2585,8.1539,8.6592,2.5273,2.3226,4.9844,8.0071,8.5765,2.4358,0.8679,2.3603
2586,3.5348,2.4558,0.9594,2.6361,8.5321,2.9901,2.4483,0.7249,1.9168,4.9646
2587,1.0276,0.8688,0.3506,0.3428,1.0087,1.0052,0.8641,0.3132,0.0097,0.0607
2588,10.4242,7.1638,5.3086,15.1863,32.1898,10.3457,7.1636,4.7668,13.3636,24.9916
2589,0.1837,0.1426,0.0310,0.1356,0.1666,0.1833,0.0485,0.0107,0.0003,0.0082
2590,0.5247,0.5128,0.5484,0.1955,0.4720,0.5231,0.5057,0.4767,0.1597,0.4388
2591,8.3898,3.0856,5.0286,8.3929,28.8536,8.1604,3.0847,0.3970,2.7655,26.4708
2592,2.9122,0.9816,1.8214,4.3638,5.8872,2.9096,0.9781,1.4412,4.1018,5.8868
2593,16.5215,10.1199,8.0788,11.6836,16.6677,16.1383,10.1183,7.7806,10.1623,12.6241
2594,5.7331,1.6904,0.7687,3.3159,12.2385,5.1335,1.5545,0.0782,2.6482,10.9863
2595,0.0882,0.1957,0.0320,3.9155,0.2280,0.0000,0.0005,0.0019,3.7013,0.0000
2596,12.3309,11.3143,14.3671,3.9570,57.3156,12.3049,11.3138,14.3667,1.8255,57.3156
2597,0.7483,0.4597,0.3051,0.5969,3.8023,0.5229,0.4322,0.0207,0.4992,3.3692
2598,0.0025,0.0092,0.0597,0.0215,0.0070,0.0000,0.0063,0.0095,0.0215,0.0056
2599,0.0266,0.6004,0.0209,0.0269,0.0259,0.0015,0.6002,0.0003,0.0098,0.0110
2600,0.0007,0.0034,0.0029,0.0006,0.0003,0.0000,0.0034,0.0022,0.0005,0.0003
2601,0.0009,0.0891,0.0046,0.0013,0.0000,0.0000,0.0891,0.0046,0.0013,0.0000
2602,0.9888,0.1842,0.1048,0.1592,0.2127,0.7890,0.0645,0.0034,0.0005,0.0042
2603,0.4427,0.2493,0.0896,0.6108,1.2795,0.3936,0.0000,0.0448,0.0020,0.2216
2604,2.2360,1.1709,0.4863,1.0901,2.5947,1.8573,1.1227,0.2435,0.2431,1.4702
2605,0.2328,0.1960,0.1330,0.0388,0.0154,0.2266,0.1988,0.1285,0.0361,0.0088
2606,0.0190,0.0565,0.0045,0.0119,0.0567,0.0184,0.0564,0.0042,0.0118,0.0547
2607,7.5804,4.8890,3.6996,4.0859,7.8122,7.0303,4.8888,3.4917,3.3050,5.6700
2608,0.1262,0.2833,0.1433,0.0306,0.2062,0.0116,0.0116,0.0302,0.0052,0.1471
2609,0.8178,0.7117,1.1002,2.6493,3.9502,0.1165,0.3042,0.0734,0.1143,2.3437
2610,0.0946,0.2332,0.2135,0.2331,0.1083,0.0901,0.2332,0.0878,0.2330,0.0812
2611,4.4132,9.4519,6.2430,4.8509,12.4275,3.5567,9.4349,5.4517,3.6040,12.3942
2612,0.0209,0.0751,0.0191,0.0564,0.0573,0.0193,0.0361,0.0062,0.0019,0.0078
2613,6.4650,17.2700,3.8148,12.8162,13.6288,6.1836,17.0670,2.9252,12.0538,10.9822
2614,0.0001,0.0007,0.0006,0.0005,0.0019,0.0001,0.0007,0.0005,0.0004,0.0019
2615,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2616,1.9908,0.7840,4.7313,4.7411,1.3339,1.9073,0.7511,4.0538,4.0600,0.6561
2617,0.0515,0.0558,0.0867,0.0265,0.1275,0.0515,0.0555,0.0415,0.0139,0.0776
2618,0.1477,0.0378,0.0627,0.0747,0.0977,0.1477,0.0103,0.0612,0.0746,0.0189
2619,2.2933,0.8405,0.6359,0.1349,1.1180,2.2922,0.8403,0.6301,0.0638,1.0137
2620,0.0168,0.0560,0.0312,0.0147,0.0193,0.0045,0.0351,0.0018,0.0026,0.0037
2621,7.1207,5.9702,4.1683,0.8408,13.2427,7.1207,5.9699,4.1683,0.4522,13.2427
2622,2.4805,2.1408,0.8053,7.9575,7.3899,2.0158,1.8970,0.5280,7.6733,7.2595
2623,1.3303,1.4454,0.5874,0.9131,3.6041,1.2169,1.4422,0.5874,0.8328,3.3043
2624,26.6824,8.5221,9.6248,4.2697,13.9782,25.4307,7.9191,1.2396,1.0022,13.1796
2625,0.4981,0.5814,0.1217,0.1809,0.9624,0.1778,0.5758,0.0009,0.0077,0.6087
