uniqid_huc10,RIP_NWALT12_11_huc10,RIP_NWALT12_12_huc10,RIP_NWALT12_21_huc10,RIP_NWALT12_22_huc10,RIP_NWALT12_23_huc10,RIP_NWALT12_24_huc10,RIP_NWALT12_25_huc10,RIP_NWALT12_26_huc10,RIP_NWALT12_27_huc10,RIP_NWALT12_31_huc10,RIP_NWALT12_32_huc10,RIP_NWALT12_33_huc10,RIP_NWALT12_41_huc10,RIP_NWALT12_43_huc10,RIP_NWALT12_44_huc10,RIP_NWALT12_45_huc10,RIP_NWALT12_46_huc10,RIP_NWALT12_50_huc10,RIP_NWALT12_60_huc10
1412,0.04,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,95.79,4.03,0.00
1413,0.00,0.00,0.59,0.05,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,2.40,0.11,0.37,47.86,48.41,0.00
1414,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.62,75.27,0.00
1415,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.00,0.00,0.00,14.82,0.00,0.00,80.75,4.05,0.00
1416,0.04,0.74,0.00,0.00,0.09,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.09,6.69,19.46,0.39,0.55,71.74,0.00
1417,0.73,0.04,0.23,0.03,0.00,0.11,0.00,0.06,0.22,0.00,0.10,0.00,0.00,49.77,0.19,3.34,39.90,5.27,0.00
1418,2.27,3.35,1.68,4.76,7.69,1.74,4.83,4.79,0.83,4.93,4.89,0.17,1.33,35.12,2.46,1.04,2.56,15.56,0.00
1419,0.20,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,2.36,0.05,4.44,59.97,32.82
1420,0.96,0.00,0.02,0.14,0.00,0.13,0.00,1.90,0.17,0.00,6.07,0.00,0.00,0.01,0.02,0.16,4.30,86.12,0.00
1421,0.00,0.00,0.95,0.00,0.02,0.00,0.00,0.00,0.01,0.00,0.61,0.00,0.00,0.00,0.00,0.00,2.57,95.84,0.00
1422,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.04,0.06,0.00,0.00,93.10,6.77
1423,0.00,0.00,0.00,0.00,6.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,93.66,0.00
1424,0.03,0.00,1.23,0.74,0.01,0.47,0.00,1.95,0.38,0.00,7.40,0.00,0.01,1.65,0.28,0.12,2.13,82.99,0.58
1425,5.52,0.68,1.18,0.05,0.00,0.00,0.00,0.20,0.15,0.00,0.01,0.00,0.00,43.70,3.68,0.44,6.02,38.36,0.00
1426,0.51,0.00,0.28,0.00,0.01,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,13.06,0.00,0.54,67.08,18.37,0.00
1427,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,28.01,71.95,0.00
1428,1.36,0.00,0.79,0.91,0.10,0.63,0.85,2.02,0.59,0.01,4.73,0.03,0.00,6.25,2.66,5.80,44.32,28.94,0.00
1429,0.00,0.00,0.00,0.00,1.21,0.00,0.00,0.00,0.63,0.00,0.00,0.00,0.00,2.38,0.00,0.00,0.28,95.51,0.00
1430,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.06,0.00,0.43,0.00,0.00,0.00,0.00,0.00,5.14,94.04,0.24
1431,0.60,21.94,0.17,0.00,0.00,0.04,0.00,0.00,0.43,0.00,0.00,0.00,0.00,14.13,25.46,0.28,2.81,34.13,0.00
1432,0.03,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.32,0.00,16.58,81.95,0.00
1433,0.10,0.00,0.10,0.05,0.00,0.00,0.15,0.08,0.33,0.06,2.90,0.00,0.00,20.13,0.01,0.03,67.87,8.20,0.00
1434,0.03,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.47,1.01,1.96,67.23,24.79,4.09
1435,0.02,0.00,0.64,0.00,0.15,0.00,0.00,0.00,0.13,0.00,0.00,0.28,0.00,0.26,0.00,0.00,2.67,95.84,0.00
1436,0.00,0.54,0.22,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.05,0.07,0.66,4.61,1.92,0.05,1.03,90.69,0.00
1437,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.06,99.69,0.00
1438,1.55,0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,1.04,0.02,0.43,10.85,85.90,0.00
1439,0.37,0.80,0.26,0.23,5.11,0.53,0.29,1.52,1.09,3.02,5.53,0.11,0.00,12.17,0.06,0.00,0.76,68.13,0.00
1440,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.24,77.76,0.00
1441,0.94,0.01,0.19,0.40,0.12,0.10,0.21,0.97,1.22,0.16,3.12,0.00,0.00,25.79,10.85,5.32,26.53,24.06,0.00
1442,0.11,0.00,0.63,0.06,0.00,0.00,0.00,0.14,0.12,0.00,0.08,0.00,0.00,0.08,9.91,0.22,0.49,85.63,2.53
1443,0.37,6.45,0.67,0.17,0.41,0.31,0.00,1.07,1.28,0.00,0.69,0.00,0.00,50.96,22.08,0.67,2.70,12.16,0.00
1444,0.01,0.00,1.35,0.04,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,4.53,0.12,5.13,43.86,44.69,0.00
1445,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,5.97,3.63,0.00,82.27,8.05,0.00
1446,0.65,0.09,1.38,3.85,1.78,1.81,6.88,8.56,1.60,12.03,18.55,0.08,0.32,6.70,7.75,4.02,8.49,15.45,0.00
1447,0.88,0.00,0.29,0.10,0.00,0.03,0.00,0.19,0.38,0.00,0.11,0.00,0.00,4.84,10.11,1.36,18.47,63.25,0.00
1448,1.12,0.01,0.43,0.06,0.09,0.06,0.00,0.38,0.54,0.00,7.94,0.00,0.00,21.64,25.28,4.02,23.61,14.81,0.00
1449,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,1.64,0.00,0.04,96.01,2.27,0.00
1450,0.00,0.00,0.11,0.11,0.00,0.00,0.00,3.82,0.68,0.00,48.11,0.00,0.00,0.00,0.00,0.00,1.01,46.15,0.00
1451,0.10,0.23,3.69,14.80,3.13,6.59,18.71,13.26,1.17,14.13,7.06,0.00,0.01,0.27,0.01,0.02,0.01,16.81,0.00
1452,0.64,0.00,0.03,0.01,0.56,0.14,0.00,0.42,0.33,0.34,4.61,0.00,0.00,3.23,0.03,1.57,36.62,48.04,3.43
1453,0.52,0.00,0.22,0.01,0.14,0.01,0.00,0.00,0.21,0.00,0.00,0.00,0.07,3.16,0.00,0.18,32.26,63.23,0.00
1454,0.11,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.84,0.00,0.00,0.01,4.15,0.26,4.79,84.59,4.68
1455,0.96,0.07,0.21,0.02,0.00,0.01,0.00,0.14,0.14,0.00,0.23,0.00,0.00,22.95,0.01,0.60,72.90,1.76,0.00
1456,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.80,0.00,0.00,35.05,38.14,0.00
1457,0.61,0.00,0.65,1.06,1.28,0.78,2.15,1.66,0.51,3.34,1.95,0.04,0.00,19.33,0.17,11.25,41.13,13.57,0.52
1458,0.02,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.01,17.33,82.52,0.00
1459,0.68,0.22,0.42,0.05,0.00,0.00,0.00,0.13,0.26,0.00,0.28,0.00,0.00,39.07,0.18,0.83,55.22,2.68,0.00
1460,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.59,0.00,0.00,7.63,42.78,0.00
1461,0.42,0.00,0.55,0.14,0.01,0.01,0.00,0.21,0.28,0.00,0.43,0.00,0.00,16.92,16.99,19.98,20.30,23.77,0.00
1462,0.00,0.00,0.19,0.00,0.00,0.02,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,99.59,0.00
1463,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,88.17,5.68
1464,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.16,93.84
1465,0.02,0.00,0.42,3.23,0.01,1.24,6.47,12.57,0.31,11.22,10.37,0.00,0.13,0.04,0.00,0.00,0.00,21.98,32.00
1466,0.00,0.00,0.75,0.01,2.19,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,96.83,0.00
1467,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.97,94.03,0.00
1468,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,2.52,86.24,11.24
1469,0.01,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,3.73,96.18,0.00
1470,0.68,0.00,0.95,0.88,0.31,0.00,0.00,1.12,0.53,0.00,1.47,0.00,0.48,7.26,0.00,0.48,12.41,73.44,0.00
1471,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,11.08,88.87
1472,0.36,4.95,2.97,8.59,4.63,6.52,11.93,15.47,2.13,11.39,7.84,0.01,0.01,1.03,1.02,0.12,3.05,17.75,0.23
1473,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.01,0.19,0.00,0.00,17.87,81.88,0.00
1474,0.09,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81.32,18.57
1475,2.22,0.00,0.57,0.12,0.06,0.00,0.11,0.69,0.71,0.00,1.44,0.00,0.00,10.65,13.26,7.55,36.05,26.58,0.00
1476,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00
1477,0.00,0.00,1.88,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.06,0.00,0.00,0.00,0.00,0.00,4.49,93.53,0.00
1478,0.05,0.00,0.03,0.00,0.04,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.07,5.77,0.13,5.02,88.74,0.00
1479,0.73,0.08,0.37,0.01,0.00,0.03,0.00,0.00,0.10,0.00,0.00,0.00,0.00,4.08,0.14,0.05,7.00,84.07,3.32
1480,2.65,0.00,1.16,1.19,0.89,2.15,1.72,6.17,0.72,5.92,13.28,0.00,0.02,8.52,16.62,20.76,14.96,3.27,0.00
1481,0.02,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,2.09,0.00,0.00,95.91,1.62,0.00
1482,0.94,0.00,0.64,0.23,0.13,0.18,0.00,0.22,0.66,0.00,1.61,0.01,0.04,3.51,6.39,15.91,35.06,34.45,0.00
1483,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.48,63.52
1484,1.52,9.42,0.15,0.00,0.30,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,11.99,39.05,1.75,1.56,34.09,0.00
1485,0.17,0.32,0.35,0.08,0.00,0.00,0.00,0.10,0.28,0.00,0.06,0.00,0.00,2.17,48.99,2.06,1.68,43.74,0.00
1486,0.01,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.30,1.00,0.00,0.01,98.61,0.00
1487,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,1.86,98.08,0.00
1488,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.15,13.75
1489,0.12,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.73,0.00
1490,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,99.91,0.00
1491,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.15,75.85,0.00
1492,0.04,0.00,0.25,0.01,0.01,0.00,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.57,97.59,0.00
1493,0.01,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.65,97.27,0.00
1494,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.55,49.32,0.00
1495,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,56.90,10.06,0.10,27.50,5.31,0.00
1496,1.20,0.02,0.79,1.03,0.44,0.95,0.71,5.87,1.49,0.07,23.68,0.00,0.06,6.84,8.29,2.32,4.63,41.61,0.00
1497,0.92,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.00,0.00,0.00,0.00,11.20,0.02,1.10,22.52,63.77
1498,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.14,0.00,25.45,74.37,0.00
1499,0.58,0.08,0.36,0.87,0.11,0.40,0.12,5.11,0.23,0.01,2.53,0.00,0.00,0.00,0.00,0.00,0.00,56.46,33.14
1500,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.27,98.83,0.00
1501,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.00,99.73,0.07
1502,0.76,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,2.83,0.00,0.50,78.20,17.40,0.00
1503,0.19,0.04,0.16,0.00,0.02,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,4.65,1.13,58.23,35.25,0.00
1504,3.94,0.00,0.73,0.07,0.08,0.00,0.00,0.18,0.35,0.00,1.34,0.05,0.10,5.75,10.81,5.35,23.69,47.56,0.00
1505,0.04,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,2.01,0.00,0.08,44.26,53.46,0.00
1506,0.00,0.00,0.45,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.84,0.10,0.07,0.02,98.26,0.22
1507,0.08,0.08,1.25,0.27,0.11,0.17,0.09,2.63,1.65,0.03,13.30,0.22,0.30,8.98,0.85,0.02,0.12,69.85,0.00
1508,4.44,0.00,0.00,6.67,0.00,0.00,4.44,4.44,2.22,17.78,0.00,2.22,0.00,11.11,2.22,0.00,8.89,35.56,0.00
1509,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.02,0.00,0.35,0.03,0.00,7.82,91.41,0.00
1510,0.01,0.00,0.31,0.02,0.00,0.00,0.00,0.11,0.16,0.00,0.00,0.00,0.00,1.29,8.38,0.98,38.12,50.63,0.00
1511,0.87,0.00,0.63,0.13,0.04,0.00,0.00,0.00,0.87,0.00,0.00,0.00,0.05,1.27,5.64,8.46,37.81,44.23,0.00
1512,0.00,0.00,0.72,0.00,0.16,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.33,98.68,0.00
1513,0.24,0.08,0.24,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.04,0.32,0.04,0.26,98.75,0.00
1514,0.02,0.00,0.09,0.00,0.00,0.03,0.00,0.10,0.02,0.00,2.25,0.00,0.00,0.01,0.01,0.00,3.56,93.90,0.00
1515,0.02,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.76,0.00
1516,0.08,0.00,0.79,0.39,0.57,0.20,0.00,0.71,0.23,0.00,0.48,0.00,0.00,0.77,0.00,0.01,12.27,83.50,0.00
1517,0.18,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.80,0.00,0.27,59.09,38.30,0.00
1518,0.21,0.00,1.21,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.01,0.03,0.00,0.71,97.78,0.00
1519,2.22,0.00,0.45,0.96,0.07,0.38,0.04,8.20,1.89,0.00,23.08,0.01,0.08,2.16,3.16,10.71,31.48,15.11,0.00
1520,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.74,99.26
1521,0.17,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,3.76,0.44,4.41,45.91,45.21
1522,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,99.84,0.00
1523,0.35,0.00,0.67,0.52,0.14,0.01,0.12,2.55,0.44,0.08,8.93,0.03,0.00,0.29,0.19,0.01,0.82,84.82,0.00
1524,3.00,0.00,0.13,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.04,5.22,75.82,15.63
1525,2.18,0.32,4.09,10.96,0.05,20.92,18.26,7.39,4.72,9.88,6.74,0.60,0.00,0.00,0.03,0.00,0.51,13.35,0.00
1526,0.46,0.00,0.22,0.09,0.00,0.14,0.00,0.28,0.14,0.00,0.38,0.00,0.00,0.27,1.37,0.05,16.14,80.46,0.00
1527,0.20,0.00,0.02,0.00,0.00,0.07,0.00,0.00,0.16,0.00,0.00,0.00,0.00,48.13,21.75,2.70,20.67,6.29,0.00
1528,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.12,0.01,0.00,22.66,69.16,8.03
1529,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.09,0.36,0.00,7.22,0.00,0.01,0.96,0.00,0.09,57.63,33.33,0.00
1530,0.01,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,4.08,0.00,0.00,94.47,1.06,0.00
1531,0.39,0.00,0.60,0.02,0.00,0.01,0.00,0.42,0.30,0.00,0.11,0.00,0.00,2.03,2.78,0.73,22.29,70.33,0.00
1532,1.26,0.00,0.26,0.01,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,2.29,0.33,27.44,68.24,0.00
1533,0.00,0.00,0.39,0.00,0.00,0.16,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,92.27,7.15
1534,0.14,0.00,0.66,0.03,0.00,0.02,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.65,0.00,0.00,0.57,97.91,0.00
1535,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,1.16,98.77,0.00
1536,3.42,17.10,0.35,0.01,0.01,0.00,0.00,0.48,0.29,0.00,0.43,0.00,0.00,17.90,5.95,2.74,1.33,50.00,0.00
1537,0.00,0.00,0.12,0.00,0.10,0.00,0.00,0.00,0.75,0.00,0.00,0.00,0.00,14.10,0.02,0.08,28.94,55.90,0.00
1538,0.00,0.00,0.76,0.00,0.00,0.01,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.77,96.44,0.00
1539,1.22,0.00,0.67,0.06,0.00,0.00,0.00,0.42,0.33,0.00,0.27,0.00,0.00,0.06,6.96,0.83,15.33,73.85,0.00
1540,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,52.07,47.87,0.00
1541,0.13,0.00,0.04,0.00,0.16,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.02,4.21,0.00,0.25,23.19,71.81,0.00
1542,1.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00,51.19,47.14,0.00
1543,0.51,0.00,0.21,0.04,0.00,0.01,0.00,0.10,0.28,0.00,0.13,0.00,0.00,50.60,0.26,8.66,34.74,4.47,0.00
1544,1.90,0.05,0.32,0.05,0.00,0.00,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.61,0.24,0.27,46.74,49.41,0.00
1545,0.87,0.09,0.39,0.15,0.01,0.58,0.00,2.84,2.18,0.00,9.82,0.00,0.04,4.56,13.17,1.24,1.42,62.65,0.00
1546,0.30,0.09,0.98,0.85,0.58,0.66,1.61,0.57,1.35,0.61,0.35,0.00,0.83,13.11,0.77,0.25,7.80,55.37,13.89
1547,0.07,0.01,0.65,0.26,0.05,1.24,0.00,2.79,1.92,0.00,15.76,0.00,1.61,2.34,0.76,4.87,32.53,35.12,0.00
1548,5.24,5.10,12.39,8.11,4.44,24.20,13.01,0.33,3.72,18.75,0.63,1.58,0.00,0.00,0.04,0.00,0.00,2.45,0.00
1549,0.08,0.17,0.35,0.02,0.00,0.01,0.00,0.20,0.09,0.00,0.66,0.00,0.24,1.21,0.78,0.06,0.98,70.71,24.44
1550,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.55,91.45
1551,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.60,25.40,0.00
1552,0.09,0.00,0.53,0.00,0.02,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.04,0.11,1.85,2.44,2.88,91.81,0.00
1553,0.51,0.00,0.43,0.04,0.00,0.01,0.00,0.13,0.15,0.00,0.05,0.00,0.00,34.22,8.75,0.04,28.62,27.05,0.00
1554,0.03,0.00,0.05,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.16,0.01,0.02,0.00,24.34,75.37,0.00
1555,0.02,0.00,0.00,0.06,0.01,0.02,0.00,0.73,0.35,0.00,3.10,0.00,0.00,1.18,0.40,0.01,8.65,79.11,6.36
1556,0.11,0.00,0.13,0.01,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,2.78,0.82,0.02,6.26,89.72,0.00
1557,0.52,0.00,2.10,4.96,0.28,3.06,5.05,10.94,2.62,7.64,13.52,0.00,0.00,0.00,2.08,0.04,0.00,47.19,0.00
1558,8.96,3.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,34.27,52.58,0.00
1559,0.04,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.12,90.73,0.00
1560,0.06,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.11,0.00,0.04,7.64,92.07,0.00
1561,0.79,0.02,0.50,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.01,1.04,0.91,0.12,1.01,95.50,0.00
1562,0.05,0.00,0.89,0.77,0.49,0.27,0.02,2.58,0.36,0.01,11.74,0.01,0.00,1.51,0.37,0.02,0.00,80.90,0.00
1563,0.54,0.03,6.32,16.19,6.61,9.70,14.84,3.28,3.85,7.02,9.31,0.00,0.01,3.38,0.66,0.09,3.67,14.51,0.00
1564,0.06,0.00,0.17,0.01,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.02,0.00,0.11,0.15,99.38,0.00
1565,0.03,0.00,0.06,0.00,0.05,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.00,3.99,0.00,0.27,89.10,6.23,0.00
1566,0.01,0.00,0.22,0.24,0.02,0.29,0.01,0.19,0.17,0.00,0.19,0.00,0.00,3.42,0.01,0.23,89.96,5.05,0.00
1567,0.18,0.00,0.17,0.01,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.02,0.04,0.12,25.67,73.73,0.00
1568,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.26,35.74
1569,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.07,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.00,98.76,0.00
1570,0.12,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,4.87,0.00,0.75,38.35,55.53,0.00
1571,1.53,0.20,0.10,0.04,0.02,0.00,0.00,0.05,0.23,0.00,0.18,0.00,0.00,60.39,0.49,3.65,28.01,5.10,0.00
1572,0.13,0.00,0.46,0.16,0.03,0.05,0.10,0.35,0.07,0.02,2.04,0.10,0.11,1.18,0.10,0.03,2.77,92.28,0.00
1573,0.00,0.00,1.23,0.39,0.02,0.33,0.00,2.04,0.45,0.00,10.59,0.00,0.00,0.15,0.04,2.94,0.22,81.59,0.00
1574,0.00,0.00,0.03,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,25.56,66.70,7.69
1575,0.61,0.00,0.45,0.23,0.02,0.09,0.00,0.11,0.79,0.00,0.43,0.00,0.00,5.56,3.18,2.11,7.36,79.06,0.00
1576,0.00,0.00,0.09,0.01,0.06,0.00,0.00,0.03,0.10,0.00,0.16,0.00,0.00,0.05,0.09,0.01,1.65,97.51,0.23
1577,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.03,0.02,0.00,37.66,55.59,6.69
1578,0.08,0.03,1.13,2.70,0.36,0.86,4.57,5.29,1.35,1.78,19.73,0.00,0.00,0.27,0.04,0.00,0.59,61.22,0.00
1579,0.00,0.00,0.45,0.00,0.00,0.02,0.00,0.00,0.06,0.00,0.01,0.00,0.33,0.52,0.91,0.19,0.00,56.33,41.18
1580,0.94,0.00,1.56,0.30,0.50,0.46,0.55,0.34,0.47,0.26,1.36,0.74,0.04,3.40,0.08,0.02,0.00,88.99,0.00
1581,0.19,0.00,0.26,0.04,0.00,0.00,0.00,0.03,0.04,0.00,1.56,0.00,0.00,3.43,0.70,0.20,0.02,93.31,0.22
1582,0.04,0.17,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.07,0.06,42.75,56.88,0.00
1583,0.16,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.04,9.89,0.04,0.08,33.78,55.80,0.00
1584,0.79,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,9.71,0.29,3.56,26.22,59.12,0.00
